Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Labels),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Text-level),Custom field (Time stamp),Custom field (Time stamp),Custom field (Total forms),Custom field ([CHART] Date of First Response),Parent,Parent summary,Status Category
IP34 Verify Edit Customer - Check Edit Customer is Created,BAN-176,10250,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:53 PM,24/Dec/22 8:31 PM,03/Jan/23 5:04 PM,,,0,EditCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,,,,,,,,,,BAN-7,,,,"If same Email Id exist in the system, system shows an error.",,,,,,0|i001en:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Skip,,,,,,,,To Do
IP33 Verify New Customer - Check New Customer is Created,BAN-175,10249,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:50 PM,24/Dec/22 8:31 PM,03/Jan/23 5:04 PM,,,0,NewCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,,,,,,,,,,BAN-6,,,,"If same Email Id exist in the system, system shows an error.",,,,,,0|i001ef:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Skip,,,,,,,,To Do
IP32 Verify New Account - Check New Accountt is Created,BAN-174,10248,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:45 PM,24/Dec/22 8:29 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,,,,,,,,,,BAN-8,,,,"If Customer Id does not associate with manager, System displays an error",,,,,,0|i001e7:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Fail,,,,,,,,To Do
IP31 Verify New Account - Check New Accountt is Created,BAN-173,10247,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:42 PM,24/Dec/22 8:29 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,,,,,,,,,,BAN-8,,,,"If initial deposit is less than 500, System displays an error.",,,,,,0|i001dz:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Fail,,,,,,,,To Do
IPF49-Verify Balance Enquiry- The account posted must be correct,BAN-172,10246,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:39 PM,24/Dec/22 7:45 PM,03/Jan/23 5:04 PM,,,0,BalanceEnquiry,"The account posted must be correct

Test Data

Account No* - Truong",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-190,,,,,,,,,,,,,,,,BAN-1,,,,"Message Should be displayed ""Account already exists""",,,,,,0|i001dr:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IP30 Verify New Account - Check New Accountt is Created,BAN-171,10245,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:37 PM,24/Dec/22 8:28 PM,03/Jan/23 5:04 PM,,,0,NewAccount,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,Characters are not allowed,,,,,,,,,BAN-8,,,,"If Customer ID is invalid, system displays an error.",,,,,,0|i001dj:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Pass,,,,,,,,To Do
IPF48-Verify Balance Enquiry- The account posted must be correct,BAN-170,10244,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:37 PM,24/Dec/22 7:59 PM,03/Jan/23 5:04 PM,,,0,BalanceEnquiry,"The account posted must be correct

Test Data

Account No* - Truong",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-221,,,,,,,,,,,,,,,,BAN-1,,,,"Message Should be displayed ""Account already exists""",,,,,,0|i001db:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IPF47- Verify Mini Statement - Account must be linked to a customer,BAN-169,10243,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:33 PM,24/Dec/22 8:31 PM,03/Jan/23 5:04 PM,,,0,MiniStatement,Account must be linked to a customer,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-223,,,,,,,,,,,,,,,,BAN-3,,,,"Message Should be displayed ""Account could not be linked""",,,,,,0|i001d3:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IP29- Verify Edit Account - Check Edit Account is Created,BAN-168,10242,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:32 PM,24/Dec/22 8:27 PM,03/Jan/23 5:04 PM,,,0,EditAccount,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,"An error message ""
 Characters are not allowed""",,,,,,,,,BAN-9,,,,"If Account number does not associate with manager, System displays an error.",,,,,,0|i001cv:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Fail,,,,,,,,To Do
IPF46-Verify Mini Statement - The account posted must be correct,BAN-167,10241,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:29 PM,24/Dec/22 8:31 PM,03/Jan/23 5:04 PM,,,0,MiniStatement,"The account posted must be correct

Test Data

Account No* - Truong",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-224,,,,,,,,,,,,,,,,BAN-3,,,,"Message Should be displayed ""Account already exists""",,,,,,0|i001cn:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IP28- Verify Edit Account - Check Edit Account is Created,BAN-166,10240,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:28 PM,24/Dec/22 5:38 PM,03/Jan/23 5:04 PM,,,0,EditAccount,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,"An error message ""Characters are not allowed""",,,,,,,,,BAN-9,,,,"If Account Number is invalid, system displays an error.",,,,,,0|i001cf:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Pass,,,,,,,,To Do
IPF45- Verify Mini Statement - Account must be linked to a manager,BAN-165,10239,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:27 PM,24/Dec/22 8:40 PM,03/Jan/23 5:04 PM,,,0,MiniStatement,Account must be linked to a manager,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-225,,,,,,,,,,,,,,,,BAN-3,,,,"Message Should be displayed ""Account could not be linked""",,,,,,0|i001c7:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Click on Mini Statement
2) Enter required fields
3) Submit",,Pass,,,,,,,,To Do
IP27- Verify Delete Account - Check Delete Account is Created,BAN-164,10238,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:23 PM,24/Dec/22 8:27 PM,03/Jan/23 5:04 PM,,,0,DeleteAccount,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,,,,,,,,,,BAN-10,,,,"If account does not associate with manager logged in, System displays an error",,,,,,0|i001bz:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Fail,,,,,,,,To Do
IPF44-Verify Mini Statement - The transaction must exist in the system,BAN-163,10237,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:22 PM,24/Dec/22 8:43 PM,03/Jan/23 5:04 PM,,,0,MiniStatement,"The transaction must exist in the system

Test Data

Account No* - Truong",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-226,,,,,,,,,,,,,,,,BAN-3,,,,"Message Should be displayed ""transaction already exists""",,,,,,0|i001br:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IPF43-Verify Mini Statement - The account posted must be correct,BAN-162,10236,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:18 PM,24/Dec/22 8:45 PM,03/Jan/23 5:04 PM,,,0,MiniStatement,"The account posted must be correct

Test Data

Account No* - Truong",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-227,,,,,,,,,,,,,,,,BAN-3,,,,"Message Should be displayed ""Account already exists""",,,,,,0|i001bj:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IP26 - Verify Delete Account - Check Delete Account is Created,BAN-161,10235,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:11 PM,24/Dec/22 8:27 PM,03/Jan/23 5:04 PM,,,0,DeleteAccount,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,Characters are not allowed,,,,,,,,,BAN-10,,,,"An error message ""system displays an error""",,,,,,0|i001bb:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Pass,,,,,,,,To Do
IPF42-Verify Customized Statement - From Date is greater than To Date,BAN-160,10234,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:10 PM,24/Dec/22 8:49 PM,03/Jan/23 5:04 PM,,,0,CustomizedStatement,"From Date is greater than To Date

Test Data

Account No* - Truong

From Date - 04/12/2022

To Date - 03/12/2022

Minimum Transaction Value - 1000000

Number of Transaction - 2",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-228,,,,,,,,,,,,,,,,BAN-4,,,,Notifications are not displayed,,,,,,0|i001b3:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IPF41- Verify Customized Statement - Login account must be valid,BAN-159,10233,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:08 PM,24/Dec/22 8:53 PM,03/Jan/23 5:04 PM,,,0,CustomizedStatement,"Login account must be valid

Test Data:

Account No* - Truong

From Date - 14/12/2022

To Date - 22/12/2022

Minimum Transaction Value - 1000000

Number of Transaction - 2",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-230,,,,,,,"The system will display ""Characters are not allowed""",,,,,,,,,BAN-4,,,,"Message Should be displayed ""Account already exists""",,,,,,0|i001av:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IPF40-Verify Customized Statement - From Date is greater than To Date,BAN-158,10232,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 4:03 PM,24/Dec/22 8:56 PM,03/Jan/23 5:04 PM,,,0,CustomizedStatement,"From Date is greater than To Date

Test Data

Account No* - Truong

From Date - 04/12/2022

To Date - 03/12/2022

Minimum Transaction Value - 1000000

Number of Transaction - 2",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-231,,,,,,,,,,,,,,,,BAN-4,,,,Notifications are not displayed,,,,,,0|i001an:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IP25 - Verify Delete Customer - Check Delete Customer is Created,BAN-157,10231,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 4:02 PM,24/Dec/22 8:27 PM,03/Jan/23 5:04 PM,,,0,DeleteCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,,,,,,,,,,BAN-11,,,,"An error message ""If Customer Id does not associate with manager, System displays an error.""",,,,,,0|i001af:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter a character in the entry to check
2)submit",,Fail,,,,,,,,To Do
IPF38- Verify Change Password - Invalid old password cannot log in to the system,BAN-156,10230,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Low,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 3:55 PM,24/Dec/22 9:02 PM,03/Jan/23 5:04 PM,,,0,ChangePasswords, Invalid old password cannot log in to the system,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-233,,,,,,,,,,,,,,,,BAN-5,,,,,,,,,,0|i001a7:,,ROOM Sprint 2,,,,,,,,Integratiom,,,,Pass,,,,,,,,To Do
IPF39- Verify Customized Statement - Login account must be valid,BAN-155,10229,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 3:51 PM,24/Dec/22 8:59 PM,03/Jan/23 5:04 PM,,,0,CustomizedStatement,"Login account must be valid

Test Data:

Account No* - Truong

From Date - 14/12/2022

To Date - 22/12/2022

Minimum Transaction Value - 1000000

Number of Transaction - 2",,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-232,,,,,,,"The system will display ""Characters are not allowed""",,,,,,,,,BAN-4,,,,"Message Should be displayed ""Account already exists""",,,,,,0|i0019z:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field with existing user data
2) Submit",,Pass,,,,,,,,To Do
IP24 - Verify Delete Customer - Check Delete Customer is Created,BAN-154,10228,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 3:43 PM,24/Dec/22 8:34 PM,03/Jan/23 5:04 PM,,,0,DeleteCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,,,,,,,,,,BAN-11,,,," ""If account associate with Customer Id, System displays an error..""",,,,,,0|i0019r:,,ROOM Sprint 2,,,,,,,,Integratiom,,"
1) Enter a character in the entry to check
2)submit",,Fail,,,,,,,,To Do
IP23 - Verify Delete Customer -Check Delete Customer is Created,BAN-153,10227,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,dat lu,638758499e48f2b9a615065e,dat lu,638758499e48f2b9a615065e,17/Dec/22 3:38 PM,24/Dec/22 8:34 PM,03/Jan/23 5:04 PM,,,0,DeleteCustomer,,,dat lu,638758499e48f2b9a615065e,,,,,,,,,,,,,,,,Characters are not allowed,,,,,,,,,BAN-11,,,,"  ""If Customer Id is invalid, system displays an error.""",,,,,,0|i0019j:,,ROOM Sprint 2,,,,,,,,Integratiom,,"
1) Enter a character in the entry to check
2)submit",,Pass,,,,,,,,To Do
IPF37- Verify Change Password - Invalid old password cannot log in to the system,BAN-152,10226,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,High,,,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,Nguyễn Minh Trường,62a15e664e1a640070c474b0,17/Dec/22 3:26 PM,24/Dec/22 9:06 PM,03/Jan/23 5:04 PM,,,0,ChangePasswords,Invalid old password cannot log in to the system,,Nguyễn Minh Trường,62a15e664e1a640070c474b0,,,,,,,,,BAN-234,,,,,,,,,,,,,,,,BAN-5,,,,,,,,,,0|i0019b:,,ROOM Sprint 2,,,,,,,,Integratiom,,,,Pass,,,,,,,,To Do
"IP22 - Verify Customer - If destination account number does not associate with customer, System displays an error.",BAN-151,10225,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 2:05 PM,24/Dec/22 8:33 PM,03/Jan/23 5:04 PM,,,0,Deposit,"If destination account number does not associate with customer, System displays an error.",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-12,,,,"Message should be display ""System destination account number does not associate with customer""",,,,,,0|i00193:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP21 - Verify Customer - If destination account number is invalid, system displays an error",BAN-150,10224,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 2:04 PM,24/Dec/22 8:33 PM,03/Jan/23 5:04 PM,,,0,Deposit,"If destination account number is invalid, system displays an error",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-12,,,,"Message should be display ""Customer destination account number is invalid""",,,,,,0|i0018v:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP20 - Verify Manager - If destination account number does not associate with manager, System displays an error.",BAN-149,10223,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 2:02 PM,24/Dec/22 8:33 PM,03/Jan/23 5:04 PM,,,0,Deposit,"If destination account number does not associate with manager, System displays an error.",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-12,,,,"Message should be display ""System destination account number does not associate with manager""",,,,,,0|i0018n:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP19 - Verify Manager - If destination account number is invalid, system displays an error",BAN-148,10222,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 1:57 PM,24/Dec/22 8:33 PM,03/Jan/23 5:04 PM,,,0,Deposit,"If destination account number is invalid, system displays an error",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-12,,,,"Message should be display ""Manager destination account number is invalid""",,,,,,0|i0018f:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP18 - Verify Customer - If source account does not associate with customer, System displays an error.",BAN-147,10221,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 1:54 PM,24/Dec/22 8:33 PM,03/Jan/23 5:04 PM,,,0,WithDrawal,"If source account does not associate with customer, System displays an error.",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"Message should be display ""System source account does not associate with customer""",,,,,,0|i00187:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP17 - Verify Customer - If source account does not have the necessary balance, system displays an error",BAN-146,10220,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 1:51 PM,24/Dec/22 8:31 PM,03/Jan/23 5:04 PM,,,0,WithDrawal,"If source account does not have the necessary balance, system displays an error",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"Message should be display ""Customer source account does not have the necessary balance""",,,,,,0|i0017z:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP16 - Verify Customer - If source account number is invalid, system displays an error",BAN-145,10219,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 1:43 PM,24/Dec/22 8:31 PM,03/Jan/23 5:04 PM,,,0,WithDrawal,"If source account number is invalid, system displays an error",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"Message should be display ""Customer account number is invalid""",,,,,,0|i0017r:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP15 - Verify Manager - If source account does not associate with manager, System displays an error.",BAN-144,10218,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 1:41 PM,24/Dec/22 8:34 PM,03/Jan/23 5:04 PM,,,0,WithDrawal,"If source account does not associate with manager, System displays an error.",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"Message should be display ""System source account does not associate with manager""",,,,,,0|i0017j:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP14 - Verify Manager - If source account does not have the necessary balance, system displays an error",BAN-143,10217,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 1:38 PM,24/Dec/22 9:14 PM,03/Jan/23 5:04 PM,,,0,WithDrawal,"If source account does not have the necessary balance, system displays an error",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"Message should be display ""Manager source account does not have the necessary balance""",,,,,,0|i0017b:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
"IP13 - Verify Manager - If source account number is invalid, system displays an error",BAN-142,10216,,Story,To Do,BAN,BankingProject,software,Vinh Tran,62a1485c9f5d480069ca30e8,,Medium,,,,Vinh Tran,62a1485c9f5d480069ca30e8,Vinh Tran,62a1485c9f5d480069ca30e8,17/Dec/22 1:36 PM,24/Dec/22 8:34 PM,03/Jan/23 5:04 PM,,,0,WithDrawal,"If source account number is invalid, system displays an error",,Vinh Tran,62a1485c9f5d480069ca30e8,,,,,,,,,,,,,,,,,,,,,,,,,BAN-13,,,,"Message should be display ""Source account number is invalid""",,,,,,0|i00173:,,ROOM Sprint 2,,,,,,,,Integratiom,,"1) Enter all required field
2) Submit",,,,,,,,,,To Do
